,0
182,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
183,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O
184,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
185,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
186,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(N)=O
187,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O
188,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
189,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O
190,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O
191,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2cnc[nH]2)NC1=O
192,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(O)=O
193,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O
194,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
195,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(N)=O
196,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
197,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
198,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O
199,CC(C)(C)OC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C(F)(F)F
200,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1F)C(O)=O
201,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)-c1noc(=O)[nH]1
202,C[C@H]1CC[C@H](Cn2c(nc3cc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)N2CCO[C@@H]3CCC[C@@H]23)CC1
203,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](O)CC1)-c1noc(=O)[nH]1
204,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1ccccc1)c1cccc(Cl)c1
205,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)c1ccccc1)c1ccc(Cl)cc1
206,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](O)CC1)-c1cnn(C)c1
207,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](O)CC1)-c1cccc(Cl)c1
208,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(Cl)cc1Cl)C(O)=O
209,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)-c1cnn(C)c1
210,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](O)CC1)-c1ccccc1
211,C[C@H]1CC[C@H](Cn2c(nc3cc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)N2CCO[C@@H]3CCC[C@H]23)CC1
212,C[C@H]1CN([C@H](C)CN1C)c1nc2cc(nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](O)CC1)C(F)(F)F
213,COc1ccc(cc1-c1nc2C(=O)N(C(c2n1C(C)C)c1ccc(Cl)cc1)c1cc(Cl)ccc1C)C#N
214,COc1cc(ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]1c1cccc(Cl)c1F)c1ccc(F)cc1F)C(O)=O
215,C[C@H]1CC[C@H](Cn2c(nc3cc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)N2CCOC[C@H]2C)CC1
216,COc1ccc(cc1-c1nc2C(=O)N(C(c2n1C(C)C)c1ccc(Cl)cc1)c1cc(Cl)ccc1C)C(=O)NC(C)(C)C
217,C[C@H]1CC[C@H](Cn2c(nc3cc(nc(-c4cncc(Cl)c4)c23)-c2noc(=O)[nH]2)N2CCOC[C@@H]2C)CC1
218,COc1ccc(cc1-c1nc2C(=O)N(C(c2n1C(C)C)c1ccc(Cl)cc1)c1cc(Cl)ccc1C)C(=O)N(C)C
219,COc1ccc(cc1-c1nc2C(=O)N(C(c2n1C(C)C)c1ccc(Cl)cc1)c1cc(Cl)ccc1C)C(O)=O
220,COc1ccccc1N1CCN(CC1)c1ncnc2n(C)c(=O)n(C)c(=O)c12
221,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)n(C)c(=O)c2n1
222,COc1ccccc1N1CCN(CC1)c1nc2n(ncc2c(=O)[nH]1)-c1ccccc1
223,COc1ccccc1N1CCN(CC1)c1ncnc2n(ncc12)-c1ccccc1
224,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)[nH]c2c(=O)[nH]1
225,COc1ccccc1N1CCN(CC1)c1nc2n(C)cnc2c(=O)[nH]1
226,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)n(C)c(=O)c2s1
227,COc1ccccc1N1CCN(CC1)c1nc2n(C)nc(C)c2c(=O)[nH]1
228,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)n(C)c(=O)c2o1
229,COc1ccccc1N1CCN(CC1)c1nc2n(ncc2c(=O)[nH]1)C(C)(C)C
230,COc1ccccc1N1CCN(CC1)c1nc2ccccc2c(=O)[nH]1
231,COc1ccccc1N1CCN(CC1)c1nc2n(ncc2c(=O)[nH]1)-c1ccc(F)cc1
232,COc1ccc(cc1)N1C(=O)\C(=N/c2ccccc2)N=C1c1ccccc1
233,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)[nH]c2c(=O)n1C
234,COc1ccccc1N1CCN(CC1)c1ncnc2n(C)c(=O)n(C)c12
235,Cc1ccccc1N1CCN(CC1)c1ncnc2n(ncc12)-c1ccccc1
236,COc1ccccc1N1CCN(CC1)c1ncnc2n(C)c(=O)[nH]c12
237,COc1ccccc1N1CCN(CC1)c1nc2n(C)c(=O)n(C)c2n1
238,COc1ccccc1N1CCN(CC1)c1ncnc2n(cnc12)C1CCCCC1
239,CN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12
240,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
241,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
242,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
243,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
244,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
245,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
246,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
247,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
248,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C=O
249,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nc2ccccc2s1
250,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1
251,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
252,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C=O
253,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nccs1
254,CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
255,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nccs1
256,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(C)=O)C(O)=O
257,CC(C)(C)OC(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
258,NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C=O
259,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nccs1
260,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(O)=O
261,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(O)=O
262,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](NC(C)=O)C(C)C)C(O)=O
263,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)C(O)=O
264,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(C)C)C(O)=O
265,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OCc1ccccc1)C(O)=O
266,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](CO)NC(C)=O)C(O)=O
267,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)OCc1ccccc1)C(O)=O
268,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)C(C)C)C(O)=O
269,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H](CO)NC(C)=O)C(O)=O
270,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(O)=O
271,CC(C)[C@H](N)C(=O)N1CCC(CC1)C(O)(C(C)C)C(O)=O
272,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(C)C
273,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(C)=O)C(O)=O
274,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1)C(N)=O
275,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@@H](NC(C)=O)C(C)C
276,CC(C)[C@@H]1N[C@H](Cc2c1[nH]c1ccccc21)C(O)=O
277,CC(C)[C@H](N)C(=O)N1CCC(CC1)C(O)(C(C)C)c1c[nH]c2ccccc12
278,CSCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](NC(C)=O)C(C)C
279,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(O)=O
280,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(cc1)-c1ccccc1
281,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1OP(O)(O)=O
282,OC[C@H]1NC[C@@H](O)[C@H](O)[C@@H](O)CN1
283,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1CO
284,OC[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)CN[C@@H]1OP(O)(O)=O
285,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@H]1CO
286,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@H]1OP(O)(O)=O
287,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN[C@@H]1COP(O)(O)=O
288,OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
289,OC[C@@H]1NC[C@@H](O)[C@H](O)[C@@H](O)CN1
290,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1
291,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O
292,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
293,OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
294,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CN1
295,OC[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)CN[C@@H]1CO
296,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
297,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
298,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CN1
299,OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CN1
300,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
301,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
302,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
303,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
304,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
305,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
306,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
307,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
308,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
309,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
310,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
311,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
312,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
313,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
314,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
315,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
316,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
317,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
318,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O
319,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
320,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
321,CC(C)C[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
322,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
323,CC(C)C[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
324,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
325,NC(=N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1
326,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
327,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
328,CC(C)C[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
329,NC(=N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
330,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2o1
331,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C=O
332,NC(=N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2s1
333,NC(=N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2o1
334,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nc2ccccc2o1
335,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C=O
336,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)c1nccs1
337,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)c1nccs1
338,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C=O
339,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C=O
340,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
341,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
342,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O
343,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(C)(C)C=C[C@]34C)[C@@H]1CCC2=O
344,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O
345,C[C@@]12CC[C@@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
346,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=C
347,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
348,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(C)(C)CC[C@]34C)[C@@H]1CCC2=O
349,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O
350,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]34C)[C@@H]1CCC2=O
351,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H]2O
352,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(=C)[C@@]34C)[C@@H]1CCC2=O
353,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC(C)(C)C2O
